title,url,rating,votes,title_lemmas,Жанр,Режиссер,Продюсер,Сценарист,Композитор,Страна,Монтажер,Художник-постановщик,Оператор,Формат,Год,Хронометраж,Сборы в России,Зрители в России,Бюджет,Сборы в мире,Сборы в США,Дата релиза в РФ,Мировая премьера,Релиз на DVD,Релиз на Blu-Ray,Дата ре-релиза в РФ
Тысяча слов,https://www.filmpro.ru/movies/5442,8.1,24,"['тысяча', 'слово']","['Драма', 'Короткометражный фильм']",['Брайан Роббинс'],"['Ален Шаба', 'Брайан Роббинс', 'Норман Голайтли', 'Стив Корен', 'Ларс П. Уинтер', 'Кэролайн Бресард', 'Стефани Дэнан', 'Nicolas Giraudi']",['Стив Корен'],[],[],[],['Клэй А. Гриффит'],[],[],2011,91.0,,,40000000.0,20558836.0,18450127.0,2012,2012.0,,,
Батальонъ,https://www.filmpro.ru/movies/9145,8.1,22,['батальонъ'],"['Военный фильм', 'Драма']",['Дмитрий Месхиев'],"['Фёдор Бондарчук', 'Игорь Угольников', 'Илья Бачурин']",['Вадим Соколовский'],['Юрий Потеенко'],['Россия'],['Алексей Маклаков'],[],['Илья Авербах'],[],2015,120.0,7743983.0,2070745.0,7500000.0,,,2015,2015.0,,,
Стукач,https://www.filmpro.ru/movies/5896,8.1,83,['стукач'],"['Боевик', 'Драма', 'Триллер']",['Рик Роман Во'],"['Дуэйн Джонсон', 'Тоби Эммерих', 'Мэтт Джексон', 'Джонатан Кинг', 'Найджел Синклер', 'Гай Ист', 'Джастин Хэйс', 'Дэвид Фаннинг', 'Тобин Армруст', 'Кейт Голдберг', 'Джиллиан Лонгнекер', 'Беки Кросс Тружильо', 'Александр Ив Бруннер', 'Сэм Браун']","['Рик Роман Во', 'Джастин Хэйс']",['Антонио Пинто'],['США'],[],[],['Дана Гонсалес'],[],2013,112.0,1481766.0,214862.0,35000000.0,,,2013,2013.0,2013.0,2013.0,
Тревожный вызов,https://www.filmpro.ru/movies/5122,8.1,73,"['тревожный', 'вызов']","['Триллер', 'Криминал']",['Брэд Андерсон'],"['Майкл Луизи', 'Гай Дж. Лоутен', 'Майкл А. Хелфант']",[],['Джон Дебни'],['США'],[],[],['Том Яцко'],[],2013,94.0,1569391.0,202517.0,13000000.0,,,2013,2013.0,2013.0,,
500 дней лета,https://www.filmpro.ru/movies/4801,8.1,47,"['день', 'лето']","['Документальный фильм', 'Короткометражный фильм']",['Марк Уэбб'],"['Марк С. Уотерс', 'Марк С. Уотерс', 'Джессика Тучински', 'Вероника Брукс', 'Скотт Химэн', 'Стивен Дж. Вульф']","['Скотт Нейстадтер', 'Майкл Х. Вебер']",[],[],['Алан Эдвард Белл'],[],[],[],2009,95.0,552782.0,80385.0,7500000.0,58559042.0,32391374.0,2009,2009.0,2010.0,,
Обливион,https://www.filmpro.ru/movies/8948,8.1,322,['обливион'],"['Боевик', 'Мистика', 'Приключения']",['Джозеф Косински'],"['Джозеф Косински', 'Питер Чернин', 'Дилан Кларк', 'Дункан Хендерсон', 'Бэрри Ливайн']","['Джозеф Косински', 'Майкл Арндт', 'Карл Гайдусек']","['Энтони Гонзалез', 'M83']",['США'],[],['Даррен Гилфорд'],['Клаудио Миранда'],"['2D', 'IMAX']",2013,124.0,19146586.0,2524736.0,130000000.0,,,2013,2013.0,2013.0,2013.0,
28 недель спустя,https://www.filmpro.ru/movies/4849,8.1,23,['неделя'],"['Драма', 'Ужасы']",['Хуан Карлос Фреснадильо'],"['Дэнни Бойл', 'Алекс Гарленд', 'Эндрю МакДональд', 'Энрике Лопез Лавин', 'Бернард Беллью']","['Энрике Лопез Лавин', 'Хуан Карлос Фреснадильо']",['Джон Мерфи'],"['Испания', 'Великобритания']",['Крис Гилл'],['Марк Тилдесли'],['Энрике Шедьяк'],[],2007,100.0,1526581.0,0.0,,64238274.0,28638916.0,2007,2007.0,,,
Тварь,https://www.filmpro.ru/movies/339279,8.1,63,['тварь'],"['Драма', 'Триллер', 'Ужасы']",['Ольга Городецкая'],"['Илья Бурец', 'Павел Зарукин', 'Максим Абрамов', 'Филипп Ламшин', 'Ольга Филипук']","['Ольга Городецкая', 'Анна Кабанова']",[],['Россия'],[],"['Владислав Огай', 'Людмила Гаинцева']",['Илья Овсенев'],[],2019,90.0,,,,,,2019,,,,
Птичий дозор,https://www.filmpro.ru/movies/337240,8.1,22,"['птичий', 'дозор']","['Комедия', 'Мультфильм', 'Семейный фильм', 'Приключения']","['Кристиан Хаас', 'Андреа Блок']","['Михаэль Рёш', 'Кристиан Хаас', 'Андреа Блок']","['Аксель Мельценер', 'Фил Паркер', 'Андреа Блок', 'Грегори Баранс']",['Фрэнк Шрайбер'],['Германия'],['Дирк Штоппе'],[],[],[],2019,88.0,,,,,,2019,,,,
Колония,https://www.filmpro.ru/movies/10237,8.1,34,['колония'],"['Боевик', 'Ужасы']",['Джефф Ренфро'],"['Пьер Ивен', 'Пол Баркин', 'Ной Сигал', 'Марк Слоун', 'Мари-Клод Пулен', 'Марк Шаберг', 'Мэттью Керви', 'Питер М. Грэхэм II']","['Джефф Ренфро', 'Свет Русков']",['Джефф Дэнна'],['Канада'],['Аарон Маршалл'],[],['Пьер Гилл'],"['2D', '3D']",2013,95.0,487786.0,52154.0,16000000.0,,,2014,2013.0,2014.0,,
Зодиак,https://www.filmpro.ru/movies/8470,8.1,94,['зодиак'],"['Драма', 'Исторический фильм', 'Криминал']",['Дэвид Финчер'],[],[],[],[],[],[],[],[],2007,157.0,786687.0,129101.0,65000000.0,84785914.0,33080084.0,2007,2007.0,2011.0,,
Люди Икс: Дни минувшего будущего,https://www.filmpro.ru/movies/6014,8.1,187,"['человек', 'икс', 'дни', 'минувший', 'будущее']","['Боевик', 'Приключения']",['Брайан Сингер'],"['Стэн Ли', 'Брайан Сингер', 'Саймон Кинберг', 'Лорен Шулер Доннер', 'Джош МакЛаглен', 'Тодд Халлоуэлл', 'Хатч Паркер']","['Мэттью Вон', 'Саймон Кинберг', 'Джейн Голдман']",['Джон Оттмен'],['США'],['Джон Оттмен'],[],['Ньютон Томас Сигел'],"['2D', '3D']",2014,131.0,22599763.0,3117280.0,250000000.0,,,2014,2014.0,,,
Дом с паранормальными явлениями 2,https://www.filmpro.ru/movies/9947,8.1,48,"['дом', 'паранормальный', 'явление']","['Комедия', 'Фэнтези']",['Майкл Тиддес'],"['Марлон Уайанс', 'Стюарт Форд', 'Брайан Кэвэна-Джонс', 'Стивен Сквилланте', 'Рик Альварез', 'Тодд Кинг']","['Марлон Уайанс', 'Рик Альварез']",[],['США'],['Тим Миркович'],[],['Дэвид Орткис'],[],2014,86.0,1140247.0,191467.0,,,,2014,2014.0,,,
Мегащенки Электролапы и Шиммер и Шайн,https://www.filmpro.ru/movies/357583,8.1,36,"['мегащенки', 'электролапы', 'шиммер', 'шайн']","['Мультфильм', 'Семейный фильм']","['Стив Мур', 'Чарльз Е. Бастьен']","['Дэмиан Темпорале', 'Кит Чэпман', 'Фарназ Эснаашари']","['Робер Ламуре', 'Луиз Мун']","['Бобби Тахури', 'Кайл Питерс']","['США', 'Канада']",[],[],['Чад Вудс'],[],2020,44.0,,,,,,2020,,,,
Ангел-А,https://www.filmpro.ru/movies/13547,8.1,24,['ангел'],"['Комедия', 'Драма', 'Фэнтези']",['Люк Бессон'],"['Люк Бессон', 'Мехди Сайа']",['Люк Бессон'],['Аня Жарбарек'],['Франция'],"['Фридерик Тораваль', 'Кристин Лукас Наварро']","['Жак Бюфнуар', 'Мартен Рапен']",['Тьерри Арбогаст'],[],2005,91.0,622855.0,116944.0,,,,2006,2005.0,2006.0,,
Бэйбэрикээн,https://www.filmpro.ru/movies/343969,8.1,24,['бэйбэрикээн'],['Семейный фильм'],['Константин Тимофеев'],[],[],[],['Россия'],[],[],[],[],2019,77.0,,,,,,2019,,,,
Смывайся,https://www.filmpro.ru/movies/16157,8.1,51,['смывайся'],"['Комедия', 'Мультфильм', 'Приключения']",['Сэм Фелл'],"['Питер Лорд', 'Дэвид Спрокстон', 'Марианн Гарджер', 'Сесил Крамер', 'Стив Пеграм']","['Кристофер Ллойд', 'Питер Лорд', 'Тим Салливан', 'Дик Клемент', 'Уильям Дэвис', 'Йен Ла Френас', 'Сэм Фелл', 'Саймон Най', 'Джо Кинэн', 'Роберт Нелсон Джекобс', 'Пол Фишер']",['Гарри Грегсон-Уильямс'],"['США', 'Великобритания']","['Эрик Дапкевич', 'Джон Вензон']","['Дэвид Джеймс', 'Скотт Уиллс', 'Джейн Пул', 'Пьер-Оливье Винсент']","['Фрэнк Пэссингем', 'Брэд Блэкборн']",[],2006,85.0,5929716.0,1515310.0,,,,2006,2006.0,2011.0,,
Превосходство Борна,https://www.filmpro.ru/movies/8686,8.1,531,"['превосходство', 'борн']","['Боевик', 'Мистика', 'Триллер']",['Пол Гринграсс'],"['Фрэнк Маршалл', 'Даг Лайман', 'Хеннинг Молфентер', 'Патрик Краули', 'Колин Дж. О’Хара', 'Тьерри Поток', 'Эндрю Р. Теннербаум', 'Джеффри М. Уэйнер', 'Пол Сандберг']","['Тони Гилрой', 'Роберт Ладлэм']","['Powell', 'John (I)']",[],"['Ричард Пирсон', 'Кристофер Раус']",['Доминик Уоткинс'],['Оливер Вуд'],[],2004,108.0,1607242.0,394716.0,75000000.0,288500215.0,176241941.0,2004,2004.0,2011.0,,
Можно только представить,https://www.filmpro.ru/movies/340210,8.1,28,['представить'],"['Драма', 'Семейный фильм']","['Эндрю Эрвин', 'Эрвин Бразерс']","['Мики Лиделл', 'Кевин Даунс', 'Пит Шилеймон', 'Скотт Эллис', 'Синди Бонд', 'Дэрил С. Лефевр', 'Трэвис М. Манн', 'Джош Уолш', 'Брент Райан Грин', 'Саймон Суорт', 'Холли Эллис']","['Эрвин Бразерс', 'Брент МакКоркл']",['Пол Миллс'],['США'],"['Эндрю Эрвин', 'Брент МакКоркл']",[],['Кристофер Кимлин'],[],2018,110.0,8139.0,1892.0,,,,2018,2018.0,,,
